Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Bulgaria,BGR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.21247864,,,,,,,,,,97.86505127,,,,,,,,,
Bahrain,BHR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,86.29309082,,,,,,,,,,96.93811035,,,,,,,,,,97.02471161,,,,,,,,,95.45446777,,,,,,99.48030853,99.59822083,99.68720245,,
"Bahamas, The",BHS,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0199585,,,,,,,,,99.79393005,,,,,,,,,,,99.46231079,,99.66242981,,,,,,,
Belarus,BLR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.76628113,,,,,,,,,,99.7918396,,,,,,,,,,99.82321167,,,,,,,,,99.84999847,,
Belize,BLZ,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.64147186,,,,,,,,,84.22305298,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,83.55197906,,,,,,,,,,,,,,,,93.89611053,,,,,,,,,97.32377625,,,,,,99.44136047,99.12249756,99.38397217,,99.00752258,98.99588013,,,99.39916992,,,,,
Brazil,BRA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,83.91426849,,,,,,,,,,,,,,,,,,,,94.18411255,,,,96.84385681,,97.58229828,97.80062866,97.84362793,98.0655365,97.51412201,98.48692322,98.61965942,98.73667908,98.84568787,98.96375275,99.11096191,99.15541077,99.20417023,,
Barbados,BRB,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,99.75518799,,,,,,,,,,,,,,99.90000153,,,,,,,,,,99.90000153,,,,,,,,,,99.90000153,,,,,,,,,,99.90000153,,,,,,
Brunei Darussalam,BRN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,93.68100739,,,,,,,,,,98.09567261,,,,,,,,,,98.8937912,,,,,,,,,,99.36676788,,,,,,,99.7089386,,
Bhutan,BTN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.4052124,,,,,,,86.05901337,,,,,93.09062958,,,
Botswana,BWA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.25830078,,,,,,,,,,,,93.95744324,,,,,,,,,,97.4562912,,,,,,,
Central African Republic,CAF,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,37.0369606,,,,,,,,,,,,,48.20233154,,,,,,,,,,,,60.8070488,,,,,,,,,,36.35626984,,,,,,,,38.26865005,,
Canada,CAN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Europe and the Baltics,CEB,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,99.48290253,99.48020172,99.47637177,99.48113251,99.47633362,99.47160339,99.46858978,99.46012115,99.45540619,99.45121002,99.44651794,99.44213104,99.43701935,99.43260956,99.42855072,99.42604065,99.42008972,99.4180603,99.20059967,99.18063354,99.16725922,99.15477753,99.1313324,99.10941315,99.09111786,99.0752182,99.06443024,99.0724411,99.3637085,99.38327789,99.40171814,99.41957092,99.4389801,99.45876312,99.47612,99.4960022,,,,
Switzerland,CHE,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands,CHI,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,96.65397644,,,,,,,,,,98.42797089,,,,,,,,,,98.99098206,,,,,,99.15357971,98.87238312,98.84011841,99.40818787,,99.04827881,,99.35394287,,99.00865936,,,
China,CHN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,88.77333832,,,,,,,,94.28147125,,,,,,,,,,98.8587265,,,,,,,,,,99.64228821,,,,,,,,99.78359985,,
Cote d'Ivoire,CIV,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.50848007,,,,,,,,,,47.05870819,,60.72365189,,,,,,,,,,,,48.30995941,,53.02069092,,,,58.42015076,,
Cameroon,CMR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,68.81703186,,,,,,,,,,,,,,,,,,,,,,,,83.09828949,,,,,,,83.13556671,,,80.57444,,,,,,,,85.08000183,,
"Congo, Dem. Rep.",COD,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.41625977,,,,,,65.7765274,,,,,83.59754944,,,,84.98950958,,,,
"Congo, Rep.",COG,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,87.49617004,,,,,,,,,,,,,,,,,,,,,78.56835175,,,,,,80.91394806,,,,,,,82.05478668,,
Colombia,COL,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.48464966,,,96.99500275,,,,,,,,97.99131012,97.95839691,97.88317108,97.96862793,97.98927307,97.93743134,98.09841919,98.23937988,,,98.54094696,98.534729,98.66831207,,98.85164642,,
Comoros,COM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,61.71302032,,,,,,,,,,,,,,,,,,,,80.1857605,,,,,,,,,,,,71.58126831,,,,,,78.27039337,,
Cabo Verde,CPV,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.16790009,,,,,,,,,,95.87000275,,,,,,,,,,,,98.12896729,,,98.11131287,,,,,
Costa Rica,CRI,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,97.14819336,,,,,,,,,,,,,,,,97.61470032,,,,,,,,,,,99.13369751,,,,,,,99.43000031,,
Caribbean small states,CSS,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.41381073,92.45562744,92.69023132,92.92604065,93.17414093,93.6131134,93.89386749,94.1116333,94.36258698,94.59651184,94.79776764,94.96959686,95.15630341,95.20568085,95.664711,95.7811203,95.90666962,95.95851135,96.06773376,96.09120178,96.52854919,96.65605927,96.62037659,,,,,
Cuba,CUB,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,99.568573,,,,,,,,,,,,,,,,,,,,,99.95559692,,,,,,,,,,99.87464905,,,,,,,,
Curacao,CUW,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.9068222,,,,,,,,,,,,,
Cyprus,CYP,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.6213913,,,,,,,,,99.77493286,,,,,,,,,,99.82099152,,,,,,,,,
Czech Republic,CZE,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.78588104,,,,
Germany,DEU,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Djibouti,DJI,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominica,DMA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,82.62419891,,,,,,,,,,,,,,,,,,,,,94.21756744,,,,,95.7868576,,,96.80574799,97.04205322,97.02388763,97.47242737,97.68852997,97.61405945,98.83940887,,,,
Algeria,DZA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.32727051,,,,,,,,,,,,,,,90.13720703,,,,91.7796402,,93.76732635,,,,,,,,,,97.4265213,,
East Asia & Pacific (excluding high income),EAP,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,83.4258728,83.56204987,84.78366852,85.99021912,87.1339798,88.1445694,89.13529205,89.69859314,90.3839035,90.99730682,91.51345062,92.73094177,94.0296402,94.18138885,94.31893158,94.49620056,94.66327667,94.80792999,95.05950165,95.31807709,95.52285004,97.72814941,97.79097748,97.84526062,97.86560822,97.92852783,98.01593018,98.15148163,98.2333374,98.31031799,98.25292206,98.51712799,98.89217377,98.85713196,98.8414917,98.4247818,98.45674896,98.4813385,98.67298889,98.72312927,98.74091339,98.76677704,98.76907349,98.80506897,
Early-demographic dividend,EAR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,61.02590942,61.23635864,61.92644119,62.57603073,63.19575119,63.68766022,64.09403229,64.70149231,65.25222015,65.9076767,66.47640991,67.07501984,68.2734375,68.8736496,69.82457733,70.8724823,71.67903137,72.8033371,73.63603973,74.51091766,75.4256134,76.19436646,76.84316254,78.88572693,79.64914703,80.31897736,80.9289093,81.87824249,82.6906662,83.53996277,83.996521,84.49893188,84.85144806,86.69712067,87.31526947,87.49826813,87.72501373,88.37219238,89.2036972,89.86463165,90.50688171,91.00817108,91.33305359,91.68253326,92.08379364,
East Asia & Pacific,EAS,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,84.25878906,84.3968811,85.51438904,86.61193085,87.64553833,88.56318665,89.46196747,89.97345734,90.59947205,91.16268921,91.63310242,92.78668976,93.99568939,94.13775635,94.26817322,94.43755341,94.60144806,94.74343872,94.99878693,95.26048279,95.46749878,97.49833679,97.55982971,97.64256287,97.67385864,97.73535919,97.82940674,97.98145294,98.07671356,98.1594696,98.12008667,98.37828827,98.74414063,98.71079254,98.66477966,98.25052643,98.28723907,98.31574249,98.54473114,98.59689331,98.61837006,98.64629364,98.65081024,98.68927765,
Europe & Central Asia (excluding high income),ECA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,97.63249207,98.22345734,98.24198151,98.23899078,98.26174164,98.29308319,98.28925323,98.33438873,98.3496933,98.39228821,98.43836975,98.48332214,98.52706146,98.5756073,98.61395264,98.68374634,98.71917725,98.86286926,98.90016174,98.92880249,98.92611694,98.88970184,99.01741791,99.01960754,99.05563354,99.10070038,99.35906982,99.44011688,99.52900696,99.5851593,99.62597656,99.65450287,99.68006134,99.73519135,99.73755646,99.75512695,99.76876831,
Europe & Central Asia,ECS,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.96559906,98.97949982,98.86193848,98.88488007,98.90718842,98.92884827,98.95279694,98.97579193,98.96869659,98.96354675,99.02104187,99.05027008,99.10485077,99.11296082,99.10325623,99.18926239,99.17114258,99.22386169,99.22016907,99.4168396,99.47223663,99.50115967,99.53740692,99.56687164,99.59407806,99.60964966,99.64160156,99.65886688,99.67011261,99.68486786,
Ecuador,ECU,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,93.40145874,,,,,,,,96.19470978,,,,,,,,,,,96.43721008,,,,,,98.39141846,98.45375061,98.80065155,98.65270996,98.69483948,98.83162689,98.60463715,99.09777069,99.12619781,99.05711365,99.25505066,,,
"Egypt, Arab Rep.",EGY,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,51.03115845,,,,,,,,,,63.32762146,,,,,,,,,,73.21868896,,,,,,,,,84.85341644,84.87827301,,,,87.50964355,,89.28192139,92.02342224,,,,88.19255829,,,
Euro area,EMU,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.94528961,,,,,,86.97490692,,,,,,,,,,93.27239227,,
Spain,ESP,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,98.64195251,,,,,,,,,,99.5545578,,,,,,,,,,,,,99.55819702,99.53778839,99.5953064,99.56934357,99.56430817,99.59899902,99.59462738,99.69940186,99.6727829,99.66925812,99.72276306,99.6556778,99.62216187,,99.71555328,,
Estonia,EST,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.8678894,,,,,,,,,,,99.77050018,,,,,,,,,,,99.94889832,,,,,,,,,
Ethiopia,ETH,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.58539963,,,,,,,,,,49.90000153,44.60596848,,54.98297882,,,,,,,,,,72.75482178,,,
European Union,EUU,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,66.32952118,66.74211884,67.20654297,67.52510071,68.26537323,68.85691071,69.34684753,69.8118515,69.99761963,70.64488983,71.0014801,71.83467865,72.48416901,72.92957306,73.48435974,74.12043762,74.44110107,71.27410126,71.48539734,71.64476013,71.42243195,72.0056076,71.91342163,72.36356354,69.29296875,69.72689056,68.67237091,68.83040619,69.76561737,71.82965088,72.38546753,73.23950958,71.88719177,74.04414368,74.7802887,73.15035248,73.47483063,
Finland,FIN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,FJI,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.25714874,,,,,,,,,,,,,,,,,,,,,99.74433899,,,
France,FRA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faroe Islands,FRO,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.20871735,,,,,,,,,,,,,,,,,,,88.50414276,,,,,,89.78366089,,
United Kingdom,GBR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,GEO,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.82541656,,,,,,,,,,,,99.7026062,,,99.64080811,,,
Ghana,GHA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.66306305,,,,,,,,,,85.71614838,,,,,,,,92.4909668,,
Gibraltar,GIB,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.71639061,,,,,,,47.091259,,,,,,,31.40641975,,,,46.29505157,,,,,,
"Gambia, The",GMB,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.55501938,,,,,,,,,,,,,60.7779007,,67.16137695,,,,,
Guinea-Bissau,GNB,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,36.40142059,,,,,,,,,,,,,,,,,,,,,59.49285126,,,,,,,,,,,,,,60.40235138,,,,,,
Equatorial Guinea,GNQ,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.13137054,,,,,,,,,,97.96704102,,,,,,,,,,
Greece,GRC,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,98.96704865,,,,,,,,,,98.98399353,,,,,,,,,,98.94052887,,,,99.52918243,,99.56192017,,99.49108887,,98.81485748,,,,,,,99.16000366,,
Grenada,GRD,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,98.96235657,,,,,,,,,,,,,,99.19999695,,,,,,,,,,99.19999695,,,,,,,,,,99.19999695,,,,,,,,,,99.19999695,,,,,,
Greenland,GRL,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.98821259,,,,,,,,82.22026062,,,,,,,,,,93.6534729,91.85192108,94.35424805,,,,,,
Guam,GUM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,95.6110611,,,,,,,,,,99.87999725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
